NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
02030,4,1,dash,0.10,nan,nan
02031,1,1,tsp,1.80,nan,nan
02031,2,1,tbsp,5.30,nan,nan
02032,1,1,"tsp, ground",2.40,nan,nan
02032,2,1,"tbsp, ground",7.10,nan,nan
02033,1,1,tsp,2.80,nan,nan
02033,2,1,tbsp,8.80,40,0.32
02034,1,1,tsp,1.50,20,0.07
02034,2,1,tbsp,4.40,20,0.19
02035,1,1,tsp,1.70,nan,nan
02035,2,1,tbsp,5.60,nan,nan
02036,1,1,tsp,1.20,nan,nan
02036,2,1,tbsp,3.30,nan,nan
02037,1,1,tsp,0.70,nan,nan
02037,2,1,tbsp,2.10,nan,nan
02038,1,1,tsp,0.70,nan,nan
02038,2,1,tbsp,2,nan,nan
02039,1,1,tsp,1.40,nan,nan
02039,2,1,tbsp,4.40,nan,nan
02041,1,1,"tsp, leaves",0.60,10,0.03
02041,2,1,"tbsp, leaves",1.80,30,0.08
02041,3,1,"tsp, ground",1.60,nan,nan
02041,4,1,"tbsp, ground",4.80,nan,nan
02042,1,1,"tsp, leaves",1,30,0.06
02042,2,1,"tbsp, leaves",2.70,30,0.17
02042,3,1,"tsp, ground",1.40,nan,nan
02042,4,1,"tbsp, ground",4.30,nan,nan
02043,1,1,tsp,3,20,0.06
02043,2,1,tbsp,9.40,20,0.16
02044,1,5,leaves,2.50,nan,nan
02044,2,2,"tbsp, chopped",5.30,nan,nan
02044,3,0.25,"cup leaves, whole",6,12,1.02
02045,1,5,sprigs,1,nan,nan
02045,2,1,cup sprigs,8.90,nan,nan
02046,1,1,tsp or 1 packet,5,nan,nan
02046,2,1,cup,249,34,5.44
02047,1,1,tsp,6,nan,nan
02047,2,1,tbsp,18,nan,nan
02047,3,1,cup,292,nan,nan
02047,4,1,dash,0.40,nan,nan
02048,1,1,tbsp,14.90,nan,nan
02048,2,1,cup,239,nan,nan
02048,3,1,tsp,5,23,0.78
02049,1,1,tsp,0.80,nan,nan
02049,2,0.50,tsp,0.40,nan,nan
02050,1,1,tsp,4.20,nan,nan
02050,2,1,tbsp,13,nan,nan
02050,3,1,cup,208,nan,nan
02051,1,1,tsp,4.20,nan,nan
02051,2,1,tbsp,13,nan,nan
02052,1,1,tsp,4.20,nan,nan
02052,2,1,tbsp,13,nan,nan
02053,1,1,tbsp,14.90,nan,nan
02053,2,1,cup,238,nan,nan
02053,3,1,tsp,5,nan,nan
02054,1,1,"tbsp, drained",8.60,nan,nan
02055,1,1,tsp,5,nan,nan
02055,2,1,tbsp,15,nan,nan
02063,1,1,tsp,0.70,nan,nan
02063,2,1,tbsp,1.70,nan,nan
02064,1,2,leaves,0.10,nan,nan
02064,2,2,tbsp,3.20,nan,nan
02065,1,2,leaves,0.30,nan,nan
02065,2,2,tbsp,11.40,nan,nan
02066,1,1,tsp,0.50,nan,nan
02066,2,1,tbsp,1.60,nan,nan
02068,1,1,tbsp,14.90,nan,nan
02068,2,1,cup,239,nan,nan
02068,3,1,tsp,5,nan,nan
02069,1,1,tbsp,16,nan,nan
02069,2,1,cup,255,nan,nan
02069,3,1,tsp,5.30,nan,nan
02074,1,0.25,tsp,1,1,nan
02075,1,2,tsp,5.70,3,0.57
02076,1,1.33,tbsp,9,2,nan
03000,1,1,bar,36,nan,nan
03001,1,1,packet,28,nan,nan
03002,1,1,tbsp,14.70,13,nan
03002,2,1,oz,28.35,1,nan
03002,3,1,jar,71,4,0
03003,1,1,oz,28.35,1,nan
03003,2,1,tbsp,14.70,13,nan
03003,3,1,jar,71,4,0
03005,1,1,tbsp,16,8,1.56
03005,2,1,oz,28.35,nan,nan
03005,3,1,jar,71,nan,nan
03007,1,1,oz,28.35,nan,nan
03007,2,1,jar,71,nan,nan
03008,1,1,tbsp,15,nan,nan
03008,2,1,oz,28.35,nan,nan
03008,3,1,jar,71,nan,nan
03008,4,1,jar Gerber Second Foods (2.5 oz),71,nan,nan
03009,1,1,oz,28.35,nan,nan
03009,2,1,jar,71,nan,nan
03010,1,1,tbsp,22,7,nan
03010,2,1,oz,28.35,1,nan
03010,3,1,jar,71,4,0
03010,4,1,container,70,10,nan
03011,1,1,oz,28.35,nan,nan
03011,2,1,jar,71,nan,nan
03012,1,1,tbsp,15,nan,nan
03012,2,1,oz,28.35,nan,nan
03012,3,1,jar,71,nan,nan
03012,4,1,jar Beech-Nut Stage 1 (2.5 oz),71,nan,nan
03012,5,1,jar Gerber Second Foods (2.5 oz),71,nan,nan
03012,6,1,jar Heinz Strained-2 (2.5 oz),71,nan,nan
03013,1,1,tbsp,15,nan,nan
03013,2,1,oz,28.35,nan,nan
03013,3,1,jar,71,nan,nan
03013,4,1,jar Gerber Third Foods (2.5 oz),71,nan,nan
03013,5,1,jar Heinz Junior-3 (2.5 oz),71,nan,nan
03014,1,1,stick,10,nan,nan
03014,2,1,jar,71,nan,nan
03014,3,1,jar Gerber Graduate (2.5 oz),71,nan,nan
03015,1,1,tbsp,15,nan,nan
03015,2,1,oz,28.35,nan,nan
03015,3,1,jar,71,nan,nan
03015,4,1,jar Beech-Nut Stage 1 (2.5 oz),71,nan,nan
03015,5,1,jar Gerber Second Foods (2.5 oz),71,nan,nan
03015,6,1,jar Heinz Strained-2 (2.5 oz),71,nan,nan
03016,1,1,tbsp,19,12,3.62
03016,2,1,container,68,12,1.79
03017,1,1,stick,10,nan,nan
03017,2,1,jar,71,nan,nan
03017,3,1,jar Gerber Graduate (2.5 oz),71,nan,nan
03019,1,1,bar,9.90,nan,nan
03021,1,1,stick,10,nan,nan
03021,2,1,jar,71,nan,nan
03021,3,1,jar Gerber Graduate (2.5 oz),71,nan,nan
03022,1,1,serving,99,nan,nan
03023,1,0,cup,7,10,nan
03024,1,1,serving,113,nan,nan
03025,1,1,serving,170,nan,nan
03026,1,1,serving,88,nan,nan
03041,1,1,oz,28.35,nan,nan
03041,2,1,jar,113,nan,nan
03042,1,1,oz,28.35,nan,nan
03042,2,1,jar,170,nan,nan
03043,1,1,oz,28.35,nan,nan
03043,2,1,jar,170,nan,nan
03044,1,1,tbsp,16,nan,nan
03044,2,1,oz,28.35,nan,nan
03044,3,1,jar,113,nan,nan
03044,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03044,5,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03044,6,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03045,1,1,tbsp,16,nan,nan
03045,2,1,oz,28.35,nan,nan
03045,3,1,jar,170,nan,nan
03045,4,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03045,5,1,jar Gerber Third Foods (6 oz),170,nan,nan
03046,1,1,tbsp,16,nan,nan
03046,2,1,piece,8,nan,nan
03047,1,1,tbsp,16,nan,nan
03047,2,1,oz,28.35,nan,nan
03047,3,1,jar,113,nan,nan
03047,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03047,5,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03047,6,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03048,1,1,container,113,nan,nan
03049,1,1,oz,28.35,nan,nan
03049,2,1,jar,170,nan,nan
03050,1,1,tbsp,16,nan,nan
03050,2,1,oz,28.35,nan,nan
03050,3,1,jar,170,nan,nan
03050,4,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03050,5,1,jar Gerber Third Foods (6 oz),170,nan,nan
03050,6,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03051,1,1,oz,28.35,nan,nan
03051,2,1,jar,170,nan,nan
03053,1,1,cup,256,nan,nan
03053,2,1,tbsp,16,nan,nan
03053,3,1,oz,28.35,nan,nan
03053,4,1,jar,113,nan,nan
03053,5,1,jar Earth's Best (4.5 oz),128,nan,nan
03053,6,1,jar Gerber Second Food (4 oz),113,nan,nan
03053,7,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03053,8,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03054,1,1,cup,256,nan,nan
03054,2,1,tbsp,16,nan,nan
03054,3,1,oz,28.35,nan,nan
03054,4,1,jar,170,nan,nan
03054,5,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03054,6,1,jar Gerber Third Foods (6 oz),170,nan,nan
03054,7,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03055,1,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03067,1,1,oz,28.35,nan,nan
03067,2,1,jar,170,nan,nan
03068,1,1,tbsp,16,nan,nan
03068,2,1,oz,28.35,nan,nan
03068,3,1,jar,113,nan,nan
03068,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03068,5,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03068,6,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03069,1,1,tbsp,16,nan,nan
03069,2,1,oz,28.35,nan,nan
03069,3,1,jar,170,nan,nan
03069,4,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03069,5,1,jar Gerber Third Foods (6 oz),170,nan,nan
03069,6,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03070,1,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03070,2,1,tbsp,16,nan,nan
03070,3,1,oz,28.35,nan,nan
03070,4,1,jar,113,nan,nan
03070,5,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03072,1,1,tbsp,16,nan,nan
03072,2,1,oz,28.35,nan,nan
03072,3,1,jar,170,nan,nan
03072,4,1,jar,170,nan,nan
03073,1,1,cup,256,nan,nan
03073,2,1,tbsp,16,nan,nan
03073,3,1,oz,28.35,nan,nan
03073,4,1,jar,113,nan,nan
03073,5,1,jar Gerber Second Food (4 oz),113,nan,nan
03073,6,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03073,7,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03075,1,1,oz,28.35,nan,nan
03075,2,1,jar,113,nan,nan
03076,1,1,oz,28.35,nan,nan
03076,2,1,jar,170,nan,nan
03077,1,1,"jar, Gerber (4 oz)",113,nan,nan
03079,1,1,oz,28.35,nan,nan
03079,2,1,jar,113,nan,nan
03081,1,1,oz,28.35,nan,nan
03081,2,1,jar,170,nan,nan
03082,1,1,tbsp,16,nan,nan
03082,2,1,oz,28.35,nan,nan
03082,3,1,jar,113,nan,nan
03082,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03082,5,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03082,6,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03083,1,1,tbsp,16,nan,nan
03083,2,1,oz,28.35,nan,nan
03083,3,1,jar,170,nan,nan
03083,4,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03083,5,1,jar Gerber Third Foods (6 oz),170,nan,nan
03083,6,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03084,1,1,cup,256,nan,nan
03084,2,1,tbsp,16,nan,nan
03084,3,1,oz,28.35,nan,nan
03084,4,1,jar,113,nan,nan
03084,5,1,jar Earth's Best (4.5 oz),113,nan,nan
03084,6,1,jar Gerber Second Food (4 oz),113,nan,nan
03085,1,1,cup,256,nan,nan
03085,2,1,tbsp,16,nan,nan
03085,3,1,oz,28.35,nan,nan
03085,4,1,jar,170,nan,nan
03085,5,1,jar Gerber Third Foods (6 oz),170,nan,nan
03089,1,1,oz,28.35,nan,nan
03089,2,1,jar,113,nan,nan
03090,1,1,oz,28.35,nan,nan
03090,2,1,jar,170,nan,nan
03091,1,1,cup,240,nan,nan
03091,2,1,tbsp,15,nan,nan
03091,3,1,oz,28.35,nan,nan
03091,4,1,jar,113,nan,nan
03091,5,1,jar Beech-Nut Stage I (4 oz),113,nan,nan
03091,6,1,jar Gerber First Foods (2.5 oz),71,nan,nan
03091,7,1,jar Gerber Second Food (4 oz),113,nan,nan
03091,8,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03091,9,1,jar Heinz Beginner-1 (2.5 oz),71,nan,nan
03092,1,1,cup,240,nan,nan
03092,2,1,tbsp,15,nan,nan
03092,3,1,oz,28.35,nan,nan
03092,4,1,jar,170,nan,nan
03092,5,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03093,1,1,oz,28.35,nan,nan
03093,2,1,jar,128,nan,nan
03096,1,1,"jar, Gerber (4 oz)",113,nan,nan
03098,1,1,cup,224,nan,nan
03098,2,1,tbsp,14,nan,nan
03098,3,1,oz,28.35,nan,nan
03098,4,1,jar,113,nan,nan
03098,5,1,jar Gerber Second Food (4 oz),113,nan,nan
03098,6,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03099,1,1,cup,224,nan,nan
03099,10,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03099,11,1,jar Heinz Beginner-1 (2.5 oz),71,nan,nan
03099,2,1,tbsp,14,nan,nan
03099,3,1,oz,28.35,nan,nan
03099,4,1,jar,113,nan,nan
03099,5,1,jar Beech-Nut Baby's First (2.5 oz),71,nan,nan
03099,6,1,jar Beech-Nut Stage I (4 oz),113,nan,nan
03099,7,1,jar Gerber First Foods (2.5 oz),71,nan,nan
03099,8,1,jar Earth's Best (4.5 oz),128,nan,nan
03099,9,1,jar Gerber Second Food (4 oz),113,nan,nan
03100,1,1,cup,224,nan,nan
03100,2,1,tbsp,14,nan,nan
03100,3,1,oz,28.35,nan,nan
03100,4,1,jar,170,nan,nan
03100,5,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03100,6,1,jar Gerber Third Foods (6 oz),170,nan,nan
03100,7,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03104,1,1,tbsp,16,9,1.01
03104,2,1,oz,28.35,1,nan
03104,3,1,jar,113,8,23.83
03105,1,1,tbsp,16,9,1.01
03105,2,1,oz,28.35,1,nan
03105,3,1,jar,99,8,23.83
03105,4,1,container,67,8,2.02
03108,1,1,cup,224,nan,nan
03108,10,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03108,11,1,jar Heinz Beginner-1 (2.5 oz),71,nan,nan
03108,2,1,tbsp,14,nan,nan
03108,3,1,oz,28.35,nan,nan
03108,4,1,jar,113,nan,nan
03108,5,1,jar Beech-Nut Baby's First (2.5 oz),71,nan,nan
03108,6,1,jar Beech-Nut Stage I (4 oz),113,nan,nan
03108,7,1,jar Gerber First Foods (2.5 oz),71,nan,nan
03108,8,1,jar Earth's Best (4.5 oz),128,nan,nan
03108,9,1,jar Gerber Second Food (4 oz),113,nan,nan
03109,1,1,cup,224,nan,nan
03109,2,1,tbsp,14,nan,nan
03109,3,1,oz,28.35,nan,nan
03109,4,1,jar,170,nan,nan
03109,5,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03109,6,1,jar Gerber Third Foods (6 oz),170,nan,nan
03109,7,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03112,1,1,cup,163,nan,nan
03112,2,1,tbsp,10,nan,nan
03112,3,1,jar Gerber Graduate (4.5 oz),71,nan,nan
03113,1,0,cup,16,12,nan
03114,1,1,"jar, Gerber (4 oz)",113,nan,nan
03115,1,1,oz,28.35,nan,nan
03116,1,1,tbsp,16,nan,nan
03116,10,1,jar Heinz Beginner-1 (2.5 oz),71,nan,nan
03116,2,1,oz,28.35,nan,nan
03116,3,1,jar,113,nan,nan
03116,4,1,jar Beech-Nut Baby's First (2.5 oz),71,nan,nan
03116,5,1,jar Beech-Nut Stage I (4 oz),113,nan,nan
03116,6,1,jar Gerber First Foods (2.5 oz),71,nan,nan
03116,7,1,jar Earth's Best (4.5 oz),128,nan,nan
03116,8,1,jar Gerber Second Food (4 oz),113,nan,nan
03116,9,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03117,1,1,tbsp,16,nan,nan
03117,2,1,oz,28.35,nan,nan
03117,3,1,jar,170,nan,nan
03117,4,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03117,5,1,jar Gerber Third Foods (6 oz),170,nan,nan
03117,6,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03118,1,1,tbsp,15,nan,nan
03118,2,1,oz,28.35,nan,nan
03118,3,1,jar,113,nan,nan
03118,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03118,5,1,jar Heinz Strained-2 (4.25 oz),120,nan,nan
03119,1,1,jar,113,nan,nan
03119,2,1,tbsp,15,nan,nan
03119,3,1,oz,28.35,nan,nan
03119,4,1,cup,240,nan,nan
03119,5,1,jar Gerber Second Food (4 oz),113,nan,nan
03119,6,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03119,7,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03120,1,1,cup,240,nan,nan
03120,2,1,tbsp,15,nan,nan
03120,3,1,oz,28.35,nan,nan
03120,4,1,jar,170,nan,nan
03120,5,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03121,1,1,tbsp,16,13,nan
03121,2,1,oz,28.35,1,nan
03121,3,1,jar,95,7,22.45
03121,4,1,cup,240,1,nan
03121,5,1,container,91,12,21.17
03122,1,1,oz,28.35,nan,nan
03127,1,1,cup,240,nan,nan
03127,2,1,tbsp,15,nan,nan
03127,3,1,oz,28.35,nan,nan
03127,4,1,jar,113,nan,nan
03127,5,1,jar Gerber Second Food (4 oz),113,nan,nan
03128,1,1,tbsp,15,nan,nan
03128,2,1,oz,28.35,nan,nan
03128,3,1,jar,170,nan,nan
03128,4,1,jar Gerber Third Foods (6 oz),170,nan,nan
03128,5,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03129,1,1,tbsp,15,nan,nan
03129,2,1,oz,28.35,nan,nan
03129,3,1,jar,113,nan,nan
03129,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03129,5,1,jar Heinz Strained-2 (4.25 oz),120,nan,nan
03130,1,1,tbsp,17,13,0.72
03130,2,1,oz,28.35,1,nan
03130,3,1,jar,95,7,22.45
03130,4,1,container,67,12,2.85
03131,1,1,tbsp,17,13,0.72
03131,2,1,oz,28.35,1,nan
03131,3,1,jar,95,7,22.45
03131,4,1,container,67,12,2.85
03132,1,1,tbsp,16,nan,nan
03132,10,1,jar Heinz Beginner-1 (2.5 oz),71,nan,nan
03132,2,1,oz,28.35,nan,nan
03132,3,1,jar,113,nan,nan
03132,4,1,jar Beech-Nut Baby's First (2.5 oz),71,nan,nan
03132,5,1,jar Beech-Nut Stage I (4 oz),113,nan,nan
03132,6,1,jar Gerber First Foods (2.5 oz),71,nan,nan
03132,7,1,jar Earth's Best (4.5 oz),113,nan,nan
03132,8,1,jar Gerber Second Food (4 oz),113,nan,nan
03132,9,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03133,1,1,tbsp,16,nan,nan
03133,2,1,oz,28.35,nan,nan
03133,3,1,jar,170,nan,nan
03133,4,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03133,5,1,jar Gerber Third Foods (6 oz),170,nan,nan
03133,6,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03134,1,1,tbsp,15,nan,nan
03134,2,1,oz,28.35,nan,nan
03134,3,1,jar,113,nan,nan
03134,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03134,5,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03135,1,1,tbsp,15,nan,nan
03135,2,1,oz,28.35,nan,nan
03135,3,1,jar,170,nan,nan
03135,4,1,jar Gerber Third Foods (6 oz),170,nan,nan
03136,1,1,tbsp,15,nan,nan
03136,2,1,oz,28.35,nan,nan
03136,3,1,jar,113,nan,nan
03136,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03136,5,1,jar Heinz Strained-2 (4.25 oz),120,nan,nan
03137,1,1,oz,28.35,nan,nan
03137,2,1,jar,170,nan,nan
03139,1,1,tbsp,15,nan,nan
03139,2,1,jar Gerber First Foods (2.5 oz),71,nan,nan
03140,1,1,tbsp,15,nan,nan
03140,2,1,oz,28.35,nan,nan
03140,3,1,"jar, Gerber (4 oz)",113,nan,nan
03140,4,1,jar,113,nan,nan
03141,1,1,oz,28.35,nan,nan
03141,2,1,jar Gerber,128,nan,nan
03142,1,1,tbsp,16,nan,nan
03142,2,1,oz,28.35,nan,nan
03142,3,1,jar,113,nan,nan
03142,4,1,jar Earth's Best (4.5 oz),128,nan,nan
03142,5,1,jar Gerber Second Food (4 oz),113,nan,nan
03142,6,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03142,7,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03143,1,1,tbsp,16,nan,nan
03143,2,1,oz,28.35,nan,nan
03143,3,1,jar,170,nan,nan
03143,4,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03144,1,1,oz,28.35,nan,nan
03144,2,1,jar,113,nan,nan
03145,1,1,oz,28.35,nan,nan
03145,2,1,jar,170,nan,nan
03147,1,1,tbsp,16,nan,nan
03147,2,1,jar NFS,170,nan,nan
03147,3,1,jar Beech-Nut Stage 3 (6 oz),170,nan,nan
03150,1,1,oz,28.35,nan,nan
03150,2,1,jar,113,nan,nan
03151,1,1,oz,28.35,nan,nan
03151,2,1,jar,170,nan,nan
03152,1,1,oz,28.35,nan,nan
03152,2,1,jar,113,nan,nan
03153,1,1,oz,28.35,nan,nan
03153,2,1,jar,170,nan,nan
03154,1,1,"jar, Gerber (4 oz)",113,nan,nan
03156,1,1,tbsp,15,nan,nan
03156,2,1,oz,28.35,nan,nan
03156,3,1,jar,170,nan,nan
03156,4,1,jar Gerber Third Foods (6 oz),170,nan,nan
03156,5,1,jar Heinz Junior-3 (6 oz),170,nan,nan
03157,1,1,tbsp,15,nan,nan
03157,2,1,oz,28.35,nan,nan
03157,3,1,jar,113,nan,nan
03157,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03157,5,1,jar Heinz Strained-2 (4.25 oz),120,nan,nan
03158,1,1,tbsp,16,nan,nan
03158,2,1,oz,28.35,nan,nan
03158,3,1,jar,113,nan,nan
03158,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03158,5,1,jar Beech-Nut Stage 2 (4 oz),113,nan,nan
03158,6,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03159,1,1,tbsp,16,nan,nan
03159,2,1,oz,28.35,nan,nan
03159,3,1,jar,170,nan,nan
03159,4,1,jar Gerber Third Foods (6 oz),170,nan,nan
03160,1,1,oz,28.35,nan,nan
03160,2,1,jar,113,nan,nan
03161,1,1,oz,28.35,nan,nan
03161,2,1,jar Gerber,128,nan,nan
03162,1,1,oz,28.35,nan,nan
03162,2,1,jar,113,nan,nan
03163,1,1,tbsp,15,nan,nan
03163,2,1,jar NFS,113,nan,nan
03163,3,1,jar Gerber Second Food (4 oz),113,nan,nan
03164,1,1,oz,28.35,nan,nan
03164,2,1,jar,113,nan,nan
03165,1,1,oz,28.35,nan,nan
03165,2,1,jar,170,nan,nan
03166,1,1,fl oz,31.70,nan,nan
03166,2,1,jar,127,nan,nan
03166,3,1,bottle Earth's Best (4.2 fl oz),131,nan,nan
03166,4,1,bottle Heinz Strained (4 fl oz),125,nan,nan
03166,5,1,bottle Gerber First Food (4 fl oz),125,nan,nan
03166,6,1,bottle Beech-Nut Stage I (4 fl oz),125,nan,nan
03167,1,1,fl oz,31.20,nan,nan
03167,2,1,bottle Earth's Best (4.2 fl oz),131,nan,nan
03167,3,1,bottle Heinz Strained (4 fl oz),125,nan,nan
03167,4,1,bottle NFS,125,nan,nan
03167,5,1,bottle Beech-Nut Stage 2 (4 fl oz),125,nan,nan
03167,6,1,bottle Gerber Second Foods (4 fl oz),125,nan,nan
03168,1,1,fl oz,31.20,nan,nan
03168,2,1,jar,127,nan,nan
03171,1,1,fl oz,31.20,nan,nan
03171,2,1,jar,127,nan,nan
03171,3,1,bottle (4 fl oz),125,nan,nan
03172,1,1,fl oz,31.20,nan,nan
03172,2,1,jar,127,nan,nan
03172,3,1,bottle Heinz Strained (4 fl oz),125,nan,nan
03172,4,1,bottle Gerber Second Foods (4 fl oz),125,nan,nan
03172,5,1,bottle Beech-Nut Stage 3 (4 fl oz),125,nan,nan
03173,1,1,fl oz,31.20,nan,nan
03173,2,1,jar,127,nan,nan
03174,1,1,fl oz,31.20,nan,nan
03174,2,1,jar,127,nan,nan
03174,3,1,bottle Heinz Strained (4 fl oz),125,nan,nan
03175,1,1,fl oz,31.20,nan,nan
03175,2,1,jar,127,nan,nan
03176,1,1,fl oz,31.20,nan,nan
03176,2,1,jar,127,nan,nan
03177,1,1,fl oz,31.20,nan,nan
03177,2,1,jar,127,nan,nan
03178,1,1,fl oz,31.20,nan,nan
03178,2,1,jar,127,nan,nan
03179,1,1,fl oz,31.20,nan,nan
03179,2,1,jar,127,nan,nan
03179,3,1,bottle (4 fl oz),125,nan,nan
03181,1,1,tbsp,2.40,nan,nan
03181,2,0.50,oz,15,nan,nan
03184,1,0.50,oz,15,nan,nan
03185,1,1,tbsp,2.50,nan,nan
03185,2,0.50,oz,15,nan,nan
03186,1,1,tbsp,2.50,nan,nan
03186,2,0.50,oz,15,nan,nan
03187,1,1,oz,28.35,nan,nan
03187,2,1,jar,113,nan,nan
03188,1,1,oz,28.35,nan,nan
03188,2,1,jar,170,nan,nan
03189,1,1,tbsp,3.20,5,0.46
03189,2,0.50,oz,15,1,nan
03189,3,0.25,cup,12.20,4,0.38
03189,4,1,box,223,4,5.39
03190,1,1,serving,15,nan,nan
03190,2,0.50,oz,15,nan,nan
03190,3,1,tbsp,2.50,nan,nan
03191,1,1,oz,28.35,nan,nan
03191,2,1,jar,113,nan,nan
03192,1,1,oz,28.35,nan,nan
03192,2,1,jar,170,nan,nan
03193,1,1,tbsp,2.40,nan,nan
03193,2,0.50,oz,14.20,nan,nan
03194,1,1,tbsp,2.50,nan,nan
03194,2,0.50,oz,15,nan,nan
03195,1,1,tbsp,16,nan,nan
03195,2,1,oz,28.35,nan,nan
03195,3,1,jar,113,nan,nan
03195,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03195,5,1,jar Heinz Strained-2 (4.25 oz),120,nan,nan
03197,1,1,oz,28.35,nan,nan
03197,2,1,jar,113,nan,nan
03198,1,1,oz,28.35,nan,nan
03198,2,1,jar,170,nan,nan
03199,1,1,oz,28.35,nan,nan
03199,2,1,jar,113,nan,nan
03201,1,1,oz,28.35,nan,nan
03201,2,1,jar,170,nan,nan
03205,1,1,tbsp,5.30,nan,nan
03205,2,1,packet (.75 oz),21,nan,nan
03206,1,1,cookie,8,nan,nan
03209,1,1,cracker,0.70,nan,nan
03211,1,1,tbsp,2.40,nan,nan
03211,2,0.50,oz,14.20,nan,nan
03212,1,1,tbsp,2.50,nan,nan
03212,2,0.50,oz,15,nan,nan
03213,1,1,oz,28.35,nan,nan
03213,2,1,cookie,6.50,nan,nan
03214,1,1,oz,28.35,nan,nan
03214,2,1,cookie,5,nan,nan
03215,1,1,oz,28.35,nan,nan
03215,2,1,pretzel,6,nan,nan
03216,1,1,oz,28.35,nan,nan
03216,2,1,biscuit,7,nan,nan
03216,3,1,biscuit,7,8,nan
03217,1,1,oz,28.35,nan,nan
03217,2,1,piece,7,nan,nan
03217,3,1,rusk,10,nan,nan
03217,4,1,"toast, Gerber Zwieback",7,nan,nan
03220,1,1,oz,28.35,nan,nan
03220,2,1,jar,113,nan,nan
03221,1,1,oz,28.35,nan,nan
03221,2,1,jar,170,nan,nan
03222,1,1,oz,28.35,nan,nan
03224,1,1,oz,28.35,nan,nan
03224,2,1,jar,113,nan,nan
03225,1,1,oz,28.35,nan,nan
03225,2,1,jar,170,nan,nan
03226,1,1,oz,28.35,nan,nan
03226,2,1,jar,113,nan,nan
03227,1,1,tbsp,15,nan,nan
03227,2,1,oz,28.35,nan,nan
03227,3,1,jar,113,nan,nan
03227,4,1,jar Gerber Second Food (4 oz),113,nan,nan
03227,5,1,jar Heinz Strained-2 (4 oz),113,nan,nan
03228,1,1,tbsp,15,nan,nan
