,NDB_No,Factor_Code
22327,11917,M0001
22328,11917,N0001
22329,11917,P0024
22330,11917,Z0052
22331,11918,A0152
22332,11918,A1281
22333,11918,B2630
22334,11918,C0139
22335,11918,E0115
22336,11918,F0014
22337,11918,G0015
22338,11918,H0241
22339,11918,J0001
22340,11918,K0003
22341,11918,M0001
22342,11918,N0001
22343,11918,P0024
22344,11918,P0078
22345,11918,Z0052
22346,11919,A0152
22347,11919,A1281
22348,11919,B2630
22349,11919,C0139
22350,11919,E0115
22351,11919,F0014
22352,11919,G0015
22353,11919,H0241
22354,11919,H0367
22355,11919,J0001
22356,11919,K0003
22357,11919,M0001
22358,11919,N0001
22359,11919,P0024
22360,11919,Z0052
22361,11921,A0152
22362,11921,A1281
22363,11921,B2630
22364,11921,C0139
22365,11921,E0115
22366,11921,F0014
22367,11921,G0027
22368,11921,H0003
22369,11921,J0001
22370,11921,K0003
22371,11921,M0001
22372,11921,N0001
22373,11921,P0024
22374,11921,Z0052
22375,11922,A0152
22376,11922,A1281
22377,11922,B1736
22378,11922,C0237
22379,11922,E0150
22380,11922,F0014
22381,11922,G0023
22382,11922,H0003
22383,11922,H0367
22384,11922,J0001
22385,11922,K0003
22386,11922,M0001
22387,11922,N0001
22388,11922,P0024
22389,11923,A0152
22390,11923,A1281
22391,11923,B1452
22392,11923,C0183
22393,11923,E0150
22394,11923,F0014
22395,11923,G0023
22396,11923,H0003
22397,11923,H0367
22398,11923,J0001
22399,11923,K0003
22400,11923,M0001
22401,11923,N0001
22402,11923,P0024
22403,11923,Z0052
22404,11924,A0152
22405,11924,A1281
22406,11924,B1452
22407,11924,C0183
22408,11924,E0150
22409,11924,F0014
22410,11924,G0028
22411,11924,H0334
22412,11924,H0367
22413,11924,J0001
22414,11924,K0003
22415,11924,M0001
22416,11924,N0001
22417,11924,P0024
22418,11924,Z0052
22419,11925,A0152
22420,11925,A1281
22421,11925,B1641
22422,11925,C0200
22423,11925,E0151
22424,11925,F0014
22425,11925,G0015
22426,11925,H0003
22427,11925,H0367
22428,11925,J0001
22429,11925,K0003
22430,11925,M0001
22431,11925,N0001
22432,11925,P0024
22433,11926,A0152
22434,11926,A1281
22435,11926,B1268
22436,11926,C0183
22437,11926,E0150
22438,11926,F0014
22439,11926,G0028
22440,11926,H0003
22441,11926,H0367
22442,11926,J0001
22443,11926,K0003
22444,11926,M0001
22445,11926,N0001
22446,11926,P0024
22447,11927,A0152
22448,11927,A1281
22449,11927,B1181
22450,11927,C0240
22451,11927,E0152
22452,11927,F0014
22453,11927,G0023
22454,11927,H0003
22455,11927,H0367
22456,11927,J0001
22457,11927,K0003
22458,11927,M0001
22459,11927,N0001
22460,11927,P0024
22461,11928,A0152
22462,11928,A1281
22463,11928,B1750
22464,11928,C0200
22465,11928,E0151
22466,11928,F0014
22467,11928,G0001
22468,11928,H0003
22469,11928,H0367
22470,11928,J0001
22471,11928,K0003
22472,11928,M0001
22473,11928,N0001
22474,11928,P0024
22475,11929,A0172
22476,11929,A1281
22477,11929,B1218
22478,11929,C0240
22479,11929,E0119
22480,11929,F0014
22481,11929,G0001
22482,11929,H0184
22483,11929,H0197
22484,11929,H0200
22485,11929,H0213
22486,11929,H0259
22487,11929,H0272
22488,11929,J0001
22489,11929,K0003
22490,11929,M0001
22491,11929,N0001
22492,11929,P0024
22493,11930,A0152
22494,11930,A1281
22495,11930,B1218
22496,11930,C0240
22497,11930,E0119
22498,11930,F0014
22499,11930,G0001
22500,11930,H0184
22501,11930,H0197
22502,11930,H0200
22503,11930,H0213
22504,11930,H0221
22505,11930,H0259
22506,11930,H0272
22507,11930,J0001
22508,11930,K0003
22509,11930,M0001
22510,11930,N0001
22511,11930,P0024
22512,11931,A0152
22513,11931,A1281
22514,11931,B2630
22515,11931,C0139
22516,11931,E0152
22517,11931,F0003
22518,11931,G0003
22519,11931,H0138
22520,11931,J0130
22521,11931,K0003
22522,11931,M0001
22523,11931,N0001
22524,11931,P0024
22525,11931,Z0052
22526,11932,A0152
22527,11932,A1281
22528,11932,B1351
22529,11932,C0169
22530,11932,E0151
22531,11932,F0014
22532,11932,G0003
22533,11932,H0367
22534,11932,J0123
22535,11932,K0003
22536,11932,M0194
22537,11932,N0001
22538,11932,P0024
22539,11932,Z0219
22540,11933,A0152
22541,11933,A1281
22542,11933,B1351
22543,11933,C0169
22544,11933,E0151
22545,11933,F0014
22546,11933,G0003
22547,11933,H0001
22548,11933,J0123
22549,11933,K0003
22550,11933,M0194
22551,11933,N0001
22552,11933,P0024
22553,11933,P0035
22554,11933,P0078
22555,11933,Z0219
22556,11934,A0172
22557,11934,A1281
22558,11934,B1218
22559,11934,C0240
22560,11934,E0119
22561,11934,F0014
22562,11934,G0001
22563,11934,H0184
22564,11934,H0271
22565,11934,J0001
22566,11934,K0003
22567,11934,M0001
22568,11934,N0001
22569,11934,P0024
22570,11934,Z0109
22571,11935,A0179
22572,11935,A1281
22573,11935,B1276
22574,11935,C0140
22575,11935,E0135
22576,11935,F0014
22577,11935,G0003
22578,11935,H0123
22579,11935,H0136
22580,11935,H0200
22581,11935,H0227
22582,11935,J0001
22583,11935,K0003
22584,11935,M0001
22585,11935,N0001
22586,11935,P0024
22587,11937,A0271
22588,11937,A1281
22589,11937,B1404
22590,11937,C0140
22591,11937,E0151
22592,11937,F0022
22593,11937,G0003
22594,11937,H0190
22595,11937,H0200
22596,11937,H0229
22597,11937,H0253
22598,11937,J0001
22599,11937,K0001
22600,11937,M0001
22601,11937,N0001
22602,11937,P0024
22603,11939,A1281
22604,11939,B2937
22605,11939,C0296
22606,11939,E0001
22607,11939,F0014
22608,11939,G0006
22609,11939,H0261
22610,11939,J0001
22611,11939,K0001
22612,11939,M0001
22613,11939,N0001
22614,11939,P0024
22615,11939,R0001
22616,11940,A0271
22617,11940,A1281
22618,11940,B1404
22619,11940,C0140
22620,11940,E0150
22621,11940,F0022
22622,11940,G0003
22623,11940,H0136
22624,11940,H0190
22625,11940,H0200
22626,11940,H0227
22627,11940,H0253
22628,11940,J0001
22629,11940,K0001
22630,11940,M0001
22631,11940,N0001
22632,11940,P0024
22633,11941,A0271
22634,11941,A1281
22635,11941,B1404
22636,11941,C0140
22637,11941,E0151
22638,11941,F0003
22639,11941,G0003
22640,11941,H0150
22641,11941,H0190
22642,11941,H0200
22643,11941,H0253
22644,11941,J0001
22645,11941,K0003
22646,11941,M0001
22647,11941,N0001
22648,11941,P0024
22649,11943,A0152
22650,11943,A1281
22651,11943,B1531
22652,11943,C0169
22653,11943,E0152
22654,11943,F0014
22655,11943,G0003
22656,11943,H0367
22657,11943,J0123
22658,11943,K0017
22659,11943,M0194
22660,11943,N0001
22661,11943,P0024
22662,11944,A0271
22663,11944,A1281
22664,11944,B1404
22665,11944,C0140
22666,11944,E0100
22667,11944,F0022
22668,11944,G0003
22669,11944,H0190
22670,11944,H0200
22671,11944,H0253
22672,11944,J0001
22673,11944,K0003
22674,11944,M0203
22675,11944,N0001
22676,11944,P0024
22677,11945,A0271
22678,11945,A1281
22679,11945,B1404
22680,11945,C0140
22681,11945,E0100
22682,11945,F0022
22683,11945,G0003
22684,11945,H0190
22685,11945,H0200
22686,11945,H0253
22687,11945,J0001
22688,11945,K0001
22689,11945,M0001
22690,11945,N0001
22691,11945,P0024
22692,11946,A0271
22693,11946,A1281
22694,11946,B1404
22695,11946,C0140
22696,11946,E0151
22697,11946,F0022
22698,11946,G0003
22699,11946,H0150
22700,11946,H0190
22701,11946,H0200
22702,11946,H0253
22703,11946,J0001
22704,11946,K0001
22705,11946,M0001
22706,11946,N0001
22707,11946,P0024
22708,11946,P0156
22709,11947,A0271
22710,11947,A1281
22711,11947,B1404
22712,11947,C0140
22713,11947,E0151
22714,11947,F0022
22715,11947,G0003
22716,11947,H0190
22717,11947,H0200
22718,11947,H0229
22719,11947,H0253
22720,11947,J0001
22721,11947,K0001
22722,11947,M0001
22723,11947,N0001
22724,11947,P0024
22725,11947,P0156
22726,11948,A0271
22727,11948,A1281
22728,11948,B1404
22729,11948,C0140
22730,11948,E0151
22731,11948,F0022
22732,11948,G0003
22733,11948,H0136
22734,11948,H0190
22735,11948,H0200
22736,11948,H0227
22737,11948,H0253
22738,11948,J0001
22739,11948,K0001
22740,11948,M0001
22741,11948,N0001
22742,11948,P0024
22743,11948,P0156
22744,11949,A0179
22745,11949,A1281
22746,11949,B1276
22747,11949,C0140
22748,11949,E0135
22749,11949,F0014
22750,11949,G0003
22751,11949,H0136
22752,11949,H0200
22753,11949,H0227
22754,11949,J0001
22755,11949,K0003
22756,11949,M0001
22757,11949,N0001
22758,11949,P0024
22759,11949,P0156
22760,11950,A1281
22761,11950,B2507
22762,11950,C0296
22763,11950,E0131
22764,11950,F0003
22765,11950,G0003
22766,11950,H0003
22767,11950,J0003
22768,11950,K0001
22769,11950,M0001
22770,11950,N0001
22771,11950,P0024
22772,11950,R0001
22773,11951,A0152
22774,11951,A1281
22775,11951,B2631
22776,11951,C0139
22777,11951,E0151
22778,11951,F0003
22779,11951,G0003
22780,11951,H0003
22781,11951,J0003
22782,11951,K0003
22783,11951,M0001
22784,11951,N0001
22785,11951,P0024
22786,11951,Z0052
22787,11952,A1281
22788,11952,B2452
22789,11952,C0200
22790,11952,E0131
22791,11952,F0003
22792,11952,G0003
22793,11952,H0001
22794,11952,J0001
22795,11952,K0001
22796,11952,M0001
22797,11952,N0001
22798,11952,P0024
22799,11952,R0001
22800,11953,A0152
22801,11953,A1281
22802,11953,B1462
22803,11953,C0140
22804,11953,E0150
22805,11953,F0003
22806,11953,G0003
22807,11953,H0001
22808,11953,J0001
22809,11953,K0001
22810,11953,M0001
22811,11953,N0001
22812,11953,P0024
22813,11953,R0001
22814,11954,A1281
22815,11954,B2015
22816,11954,C0167
22817,11954,E0131
22818,11954,F0003
22819,11954,G0003
22820,11954,H0001
22821,11954,J0001
22822,11954,K0001
22823,11954,M0001
22824,11954,N0001
22825,11954,P0024
22826,11954,R0001
22827,11955,A0152
22828,11955,A1281
22829,11955,B1276
22830,11955,C0139
22831,11955,E0150
22832,11955,F0003
22833,11955,G0003
22834,11955,H0001
22835,11955,J0170
22836,11955,K0001
22837,11955,M0001
22838,11955,N0001
22839,11955,P0024
22840,11955,R0001
22841,11956,A0152
22842,11956,A1281
22843,11956,B1276
22844,11956,C0139
22845,11956,E0150
22846,11956,F0003
22847,11956,G0003
22848,11956,H0263
22849,11956,J0170
22850,11956,K0021
22851,11956,M0001
22852,11956,N0001
22853,11956,P0024
22854,11956,R0001
22855,11956,Z0219
22856,11957,A0152
22857,11957,A1281
22858,11957,B1262
22859,11957,C0290
22860,11957,E0150
22861,11957,F0003
22862,11957,G0003
22863,11957,H0003
22864,11957,J0001
22865,11957,K0001
22866,11957,M0001
22867,11957,N0001
22868,11957,P0024
22869,11957,R0001
22870,11958,A0271
22871,11958,A1281
22872,11958,B1404
22873,11958,C0140
22874,11958,E0100
22875,11958,F0022
22876,11958,G0003
22877,11958,H0190
22878,11958,H0200
22879,11958,H0253
22880,11958,J0001
22881,11958,K0003
22882,11958,M0203
22883,11958,N0001
22884,11958,P0024
22885,11959,A1281
22886,11959,B2474
22887,11959,C0200
22888,11959,E0131
22889,11959,F0003
22890,11959,G0003
22891,11959,H0001
22892,11959,J0001
22893,11959,K0001
22894,11959,M0001
22895,11959,N0001
22896,11959,P0024
22897,11959,R0001
22898,11960,A0257
22899,11960,A1281
22900,11960,B1227
22901,11960,C0240
22902,11960,E0150
22903,11960,F0003
22904,11960,G0003
22905,11960,H0001
22906,11960,J0001
22907,11960,K0001
22908,11960,M0001
22909,11960,N0001
22910,11960,P0024
22911,11960,R0001
22912,11961,A1281
22913,11961,C0162
22914,11961,E0152
22915,11961,F0014
22916,11961,G0003
22917,11961,H0367
22918,11961,J0123
22919,11961,K0017
22920,11961,M0194
22921,11961,N0001
22922,11961,P0024
22923,11961,R0001
22924,11962,A1281
22925,11962,B1643
22926,11962,C0229
22927,11962,E0150
22928,11962,F0003
22929,11962,G0003
22930,11962,H0003
22931,11962,J0170
22932,11962,K0001
22933,11962,M0001
22934,11962,N0001
22935,11962,P0024
22936,11962,R0001
22937,11963,A1281
22938,11963,B1672
22939,11963,C0200
22940,11963,E0150
22941,11963,F0003
22942,11963,G0003
22943,11963,H0003
22944,11963,J0001
22945,11963,K0001
22946,11963,M0001
22947,11963,N0001
22948,11963,P0024
22949,11963,R0001
22950,11964,A1281
22951,11964,B1672
22952,11964,C0200
22953,11964,E0150
22954,11964,F0014
22955,11964,G0001
22956,11964,H0003
22957,11964,J0001
22958,11964,K0001
22959,11964,M0001
22960,11964,N0001
22961,11964,P0024
22962,11964,R0001
22963,11965,A0152
22964,11965,A1281
22965,11965,B2600
22966,11965,C0237
22967,11965,E0150
22968,11965,F0003
22969,11965,G0003
22970,11965,H0003
22971,11965,J0001
22972,11965,K0001
22973,11965,M0001
22974,11965,N0001
22975,11965,P0024
22976,11965,R0001
22977,11967,A0152
22978,11967,A1281
22979,11967,B2600
22980,11967,C0237
22981,11967,E0152
22982,11967,F0014
22983,11967,G0015
22984,11967,H0001
22985,11967,J0001
22986,11967,K0001
22987,11967,M0001
22988,11967,N0001
22989,11967,P0024
22990,11967,P0078
22991,11967,R0001
22992,11968,A0152
22993,11968,A1281
22994,11968,B2600
22995,11968,C0237
22996,11968,E0152
22997,11968,F0014
22998,11968,G0015
22999,11968,H0367
23000,11968,J0001
23001,11968,K0001
23002,11968,M0001
23003,11968,N0001
23004,11968,P0024
23005,11968,R0001
23006,11969,A1281
23007,11969,B2421
23008,11969,C0200
23009,11969,E0151
23010,11969,F0014
23011,11969,G0015
23012,11969,H0003
23013,11969,J0001
23014,11969,K0003
23015,11969,M0001
23016,11969,N0001
23017,11969,P0024
23018,11970,A0152
23019,11970,A1281
23020,11970,B1051
23021,11970,C0151
23022,11970,E0100
23023,11970,F0014
23024,11970,G0015
23025,11970,H0001
23026,11970,J0001
23027,11970,K0003
23028,11970,M0001
23029,11970,N0001
23030,11970,P0024
23031,11972,A0152
23032,11972,A1281
23033,11972,B2273
23034,11972,C0200
23035,11972,E0150
23036,11972,F0003
23037,11972,G0003
23038,11972,H0003
23039,11972,J0001
23040,11972,K0001
23041,11972,M0001
23042,11972,N0001
23043,11972,P0024
23044,11973,A1281
23045,11973,B1367
23046,11973,C0169
23047,11973,E0150
23048,11973,F0003
23049,11973,G0003
23050,11973,H0001
23051,11973,J0001
23052,11973,K0001
23053,11973,M0001
23054,11973,N0001
23055,11973,P0024
23056,11973,R0001
23057,11974,A1281
23058,11974,B2121
23059,11974,C0200
23060,11974,E0150
23061,11974,F0003
23062,11974,G0003
23063,11974,H0001
23064,11974,J0001
23065,11974,K0001
23066,11974,M0001
23067,11974,N0001
23068,11974,P0024
23069,11974,R0001
23070,11975,A1281
23071,11975,B2121
23072,11975,C0200
23073,11975,E0152
23074,11975,F0014
23075,11975,G0003
23076,11975,H0001
23077,11975,J0123
23078,11975,K0001
23079,11975,M0194
23080,11975,N0001
23081,11975,P0024
23082,11975,R0001
23083,11976,A1281
23084,11976,B3517
23085,11976,C0139
23086,11976,E0150
23087,11976,F0003
23088,11976,G0003
23089,11976,H0001
23090,11976,J0001
23091,11976,K0001
23092,11976,M0001
23093,11976,N0001
23094,11976,P0024
23095,11976,R0001
23096,11977,A1281
23097,11977,B2563
23098,11977,C0139
23099,11977,E0150
23100,11977,F0003
23101,11977,G0003
23102,11977,H0001
23103,11977,J0001
23104,11977,K0001
23105,11977,M0001
23106,11977,N0001
23107,11977,P0024
23108,11977,R0001
23109,11978,A1281
23110,11978,B2550
23111,11978,C0139
23112,11978,E0150
23113,11978,F0003
23114,11978,G0003
23115,11978,H0001
23116,11978,J0001
23117,11978,K0001
23118,11978,M0001
23119,11978,N0001
23120,11978,P0024
23121,11978,R0001
23122,11979,A1281
23123,11979,B1666
23124,11979,C0139
23125,11979,E0150
23126,11979,F0003
23127,11979,G0003
23128,11979,H0001
23129,11979,J0001
23130,11979,K0003
23131,11979,M0001
23132,11979,N0001
23133,11979,P0024
23134,11979,R0001
23135,11980,A1281
23136,11980,B1643
23137,11980,C0139
23138,11980,E0122
23139,11980,F0014
23140,11980,G0003
23141,11980,H0367
23142,11980,J0123
23143,11980,K0017
23144,11980,M0194
23145,11980,N0001
23146,11980,P0024
23147,11980,R0001
23148,11981,A1281
23149,11981,B3518
23150,11981,C0139
23151,11981,E0150
23152,11981,F0003
23153,11981,G0003
23154,11981,H0001
23155,11981,J0001
23156,11981,K0003
23157,11981,M0001
23158,11981,N0001
23159,11981,P0024
23160,11981,R0001
23161,11982,A1281
23162,11982,B2560
23163,11982,C0139
23164,11982,E0150
23165,11982,F0014
23166,11982,G0003
23167,11982,H0001
23168,11982,J0117
23169,11982,K0003
23170,11982,M0001
23171,11982,N0001
23172,11982,P0024
23173,11982,R0001
23174,11983,A1281
23175,11983,B1406
23176,11983,C0151
23177,11983,E0115
23178,11983,F0014
23179,11983,G0003
23180,11983,H0136
23181,11983,H0190
23182,11983,H0212
23183,11983,H0349
23184,11983,H0350
23185,11983,K0029
23186,11983,M0194
23187,11983,N0001
23188,11983,P0024
23189,11983,R0001
23190,11984,A1281
23191,11984,B2058
23192,11984,C0144
23193,11984,E0001
23194,11984,F0003
23195,11984,G0003
23196,11984,H0001
23197,11984,J0001
23198,11984,K0001
23199,11984,M0001
23200,11984,N0001
23201,11984,P0024
23202,11984,R0001
23203,11985,A1281
23204,11985,B3520
23205,11985,C0200
23206,11985,E0150
23207,11985,F0003
23208,11985,G0003
23209,11985,H0001
23210,11985,J0001
23211,11985,K0001
23212,11985,M0001
23213,11985,N0001
23214,11985,P0024
23215,11985,R0001
23216,11986,A1281
23217,11986,B1150
23218,11986,C0200
23219,11986,E0150
23220,11986,F0014
23221,11986,G0012
23222,11986,H0001
23223,11986,J0001
23224,11986,K0001
23225,11986,M0001
23226,11986,N0001
23227,11986,P0024
23228,11986,R0001
23229,11987,A1281
23230,11987,B1632
23231,11987,C0296
23232,11987,E0131
23233,11987,F0003
23234,11987,G0003
23235,11987,H0003
23236,11987,J0003
23237,11987,K0001
23238,11987,M0001
23239,11987,N0001
23240,11987,P0024
23241,11987,R0001
23242,11988,A1281
23243,11988,B3519
23244,11988,C0296
23245,11988,E0150
23246,11988,F0014
23247,11988,G0003
23248,11988,H0003
23249,11988,J0117
23250,11988,K0001
23251,11988,M0001
23252,11988,N0001
23253,11988,P0024
23254,11988,R0001
23255,11989,A1281
23256,11989,B1637
23257,11989,C0296
23258,11989,E0131
23259,11989,F0014
23260,11989,G0003
23261,11989,H0003
23262,11989,H0367
23263,11989,J0123
23264,11989,K0017
23265,11989,M0194
23266,11989,N0001
23267,11989,P0024
23268,11989,Z0219
23269,11990,A1281
23270,11990,B2236
23271,11990,C0306
23272,11990,E0100
23273,11990,F0003
23274,11990,G0003
23275,11990,H0001
23276,11990,J0001
23277,11990,K0001
23278,11990,M0001
23279,11990,N0001
23280,11990,P0024
23281,11990,R0001
23282,11991,A1281
23283,11991,B1499
23284,11991,C0291
23285,11991,E0150
23286,11991,F0003
23287,11991,G0003
23288,11991,H0001
23289,11991,J0001
23290,11991,K0001
23291,11991,M0001
23292,11991,N0001
23293,11991,P0024
23294,11991,R0001
23295,11992,A1281
23296,11992,B2937
23297,11992,C0296
23298,11992,E0104
23299,11992,F0022
23300,11992,G0011
23301,11992,H0003
23302,11992,J0003
23303,11992,K0003
23304,11992,M0003
23305,11992,N0003
23306,11992,P0026
23307,11993,A1281
23308,11993,B3521
23309,11993,C0296
23310,11993,E0131
23311,11993,F0003
23312,11993,G0003
23313,11993,H0003
23314,11993,J0003
23315,11993,K0001
23316,11993,M0001
23317,11993,N0001
23318,11993,P0024
23319,11993,R0001
23320,11995,A1281
23321,11995,B2453
23322,11995,C0144
23323,11995,E0150
23324,11995,F0003
23325,11995,G0003
23326,11995,H0003
23327,11995,J0003
23328,11995,K0001
23329,11995,M0001
23330,11995,N0001
23331,11995,P0024
23332,11995,R0001
23333,11995,Z0051
23334,11996,A1281
23335,11996,B2453
23336,11996,C0144
23337,11996,E0150
23338,11996,F0003
23339,11996,G0003
23340,11996,H0003
23341,11996,J0136
23342,11996,K0001
23343,11996,M0001
23344,11996,N0001
23345,11996,P0024
23346,11996,R0001
23347,11996,Z0051
23348,11998,A1281
23349,11998,B0001
23350,11998,C0296
23351,11998,E0131
23352,11998,F0003
23353,11998,G0003
23354,11998,H0261
23355,11998,J0001
23356,11998,K0001
23357,11998,M0001
23358,11998,N0001
23359,11998,P0024
23360,11998,R0001
23361,12001,A0305
23362,12001,A1282
23363,12001,B1504
23364,12001,C0155
23365,12001,E0150
23366,12001,F0003
23367,12001,G0003
23368,12001,H0003
23369,12001,J0001
23370,12001,K0003
23371,12001,M0001
23372,12001,N0001
23373,12001,P0024
23374,12003,A0305
23375,12003,A1282
23376,12003,B1504
23377,12003,C0155
23378,12003,E0150
23379,12003,F0014
23380,12003,G0015
23381,12003,H0003
23382,12003,J0001
23383,12003,K0003
23384,12003,M0001
23385,12003,N0001
23386,12003,P0024
23387,12004,A0305
23388,12004,A1282
23389,12004,B1722
23390,12004,C0155
23391,12004,E0150
23392,12004,F0003
23393,12004,G0003
23394,12004,H0003
23395,12004,J0001
23396,12004,K0003
23397,12004,M0001
23398,12004,N0001
23399,12004,P0024
23400,12005,A0305
23401,12005,A1282
23402,12005,B1722
23403,12005,C0155
23404,12005,E0150
23405,12005,F0001
23406,12005,G0003
23407,12005,H0138
23408,12005,J0116
23409,12005,K0003
23410,12005,M0001
23411,12005,N0001
23412,12005,P0024
23413,12006,A0305
23414,12006,A1282
23415,12006,B1723
23416,12006,C0155
23417,12006,E0150
23418,12006,F0001
23419,12006,G0003
23420,12006,H0138
23421,12006,J0116
23422,12006,K0003
23423,12006,M0001
23424,12006,N0001
23425,12006,P0024
23426,12007,A0305
23427,12007,A1282
23428,12007,B1210
23429,12007,C0208
23430,12007,E0106
23431,12007,F0001
23432,12007,G0003
23433,12007,H0138
23434,12007,H0247
23435,12007,J0116
23436,12007,K0003
23437,12007,M0001
23438,12007,N0001
23439,12007,P0024
23440,12008,A0305
23441,12008,A1282
23442,12008,B1210
23443,12008,C0208
23444,12008,E0106
23445,12008,F0001
23446,12008,G0003
23447,12008,H0138
23448,12008,H0247
23449,12008,J0116
23450,12008,K0003
23451,12008,M0001
23452,12008,N0001
23453,12008,P0024
23454,12011,A0305
23455,12011,A1282
23456,12011,B1210
23457,12011,C0208
23458,12011,E0117
23459,12011,F0001
23460,12011,G0003
23461,12011,H0138
23462,12011,H0247
23463,12011,J0116
23464,12011,K0003
23465,12011,M0001
23466,12011,N0001
23467,12011,P0024
23468,12013,A0305
23469,12013,A1282
23470,12013,B1216
23471,12013,C0114
23472,12013,E0150
23473,12013,F0001
23474,12013,G0003
23475,12013,H0138
23476,12013,J0116
23477,12013,K0003
23478,12013,M0001
23479,12013,N0001
23480,12013,P0024
23481,12014,A0305
23482,12014,A1282
23483,12014,B2091
23484,12014,C0132
23485,12014,E0150
23486,12014,F0001
23487,12014,G0003
23488,12014,H0138
23489,12014,J0116
23490,12014,K0003
23491,12014,M0001
23492,12014,N0001
23493,12014,P0024
23494,12016,A0305
23495,12016,A1282
23496,12016,B2091
23497,12016,C0132
23498,12016,E0150
23499,12016,F0014
23500,12016,G0005
23501,12016,H0138
23502,12016,J0116
23503,12016,K0003
23504,12016,M0001
23505,12016,N0001
23506,12016,P0024
23507,12016,P0078
23508,12021,A0305
23509,12021,A1282
23510,12021,B1548
23511,12021,C0132
23512,12021,E0150
23513,12021,F0001
23514,12021,G0003
23515,12021,H0138
23516,12021,J0116
23517,12021,K0003
23518,12021,M0001
23519,12021,N0001
23520,12021,P0024
23521,12022,A0305
23522,12022,A1282
23523,12022,B1548
23524,12022,C0208
23525,12022,E0117
23526,12022,F0001
23527,12022,G0003
23528,12022,H0138
23529,12022,H0247
23530,12022,J0116
23531,12022,K0003
23532,12022,M0001
23533,12022,N0001
23534,12022,P0024
23535,12023,A0305
23536,12023,A1282
23537,12023,B1226
23538,12023,C0133
23539,12023,E0150
23540,12023,F0001
23541,12023,G0003
23542,12023,H0138
23543,12023,J0116
23544,12023,K0003
23545,12023,M0001
23546,12023,N0001
23547,12023,P0024
23548,12024,A0305
23549,12024,A1282
23550,12024,B1226
23551,12024,C0133
23552,12024,E0150
23553,12024,F0014
23554,12024,G0004
23555,12024,H0138
23556,12024,J0116
23557,12024,K0003
23558,12024,M0001
23559,12024,N0001
23560,12024,P0024
23561,12029,A0305
23562,12029,A1282
23563,12029,B1226
23564,12029,C0132
23565,12029,E0150
23566,12029,F0014
23567,12029,G0010
23568,12029,H0138
23569,12029,J0116
23570,12029,K0003
23571,12029,M0001
23572,12029,N0001
23573,12029,P0024
23574,12029,P0078
23575,12032,A0305
23576,12032,A1282
23577,12032,B1226
23578,12032,C0132
23579,12032,E0106
23580,12032,F0001
23581,12032,G0003
23582,12032,H0138
23583,12032,H0247
23584,12032,J0116
23585,12032,K0003
23586,12032,M0001
23587,12032,N0001
23588,12032,P0024
23589,12033,A0305
23590,12033,A1282
23591,12033,B1226
23592,12033,C0132
23593,12033,E0106
23594,12033,F0001
23595,12033,G0003
23596,12033,H0138
23597,12033,H0247
23598,12033,J0116
23599,12033,K0003
23600,12033,M0001
23601,12033,N0001
23602,12033,P0024
23603,12034,A0305
23604,12034,A1282
23605,12034,B1226
23606,12034,C0132
23607,12034,E0117
23608,12034,F0001
23609,12034,G0003
23610,12034,H0138
23611,12034,H0247
23612,12034,J0116
23613,12034,K0003
23614,12034,M0001
23615,12034,N0001
23616,12034,P0024
23617,12036,A0305
23618,12036,A1282
23619,12036,B1547
23620,12036,C0132
23621,12036,E0150
23622,12036,F0001
23623,12036,G0003
23624,12036,H0138
23625,12036,J0116
23626,12036,K0003
23627,12036,M0001
23628,12036,N0001
23629,12036,P0024
23630,12037,A0305
23631,12037,A1282
23632,12037,B1547
23633,12037,C0132
23634,12037,E0150
23635,12037,F0014
23636,12037,G0005
23637,12037,H0138
23638,12037,J0116
23639,12037,K0003
23640,12037,M0001
23641,12037,N0001
23642,12037,P0024
23643,12037,P0078
23644,12038,A0305
23645,12038,A1282
23646,12038,B1547
23647,12038,C0132
23648,12038,E0150
23649,12038,F0014
23650,12038,G0005
23651,12038,G0025
23652,12038,H0138
23653,12038,H0233
23654,12038,J0116
23655,12038,K0003
23656,12038,M0001
23657,12038,N0001
23658,12038,P0024
23659,12038,P0078
23660,12039,A0305
23661,12039,A1282
23662,12039,B1547
23663,12039,C0132
23664,12039,E0150
23665,12039,F0014
23666,12039,G0010
23667,12039,H0138
23668,12039,J0116
23669,12039,K0003
23670,12039,M0001
23671,12039,N0001
23672,12039,P0024
23673,12039,P0078
23674,12040,A0305
23675,12040,A1282
23676,12040,B1547
23677,12040,C0132
23678,12040,E0119
23679,12040,F0014
23680,12040,G0003
23681,12040,H0001
23682,12040,J0001
23683,12040,K0003
23684,12040,M0001
23685,12040,N0001
23686,12040,P0024
23687,12040,P0078
23688,12041,A0305
23689,12041,A1282
23690,12041,B1547
23691,12041,C0132
23692,12041,E0106
23693,12041,F0001
23694,12041,G0003
23695,12041,H0138
23696,12041,H0247
23697,12041,J0116
23698,12041,K0003
23699,12041,M0001
23700,12041,N0001
23701,12041,P0024
23702,12058,A0260
23703,12058,A1282
23704,12058,B1715
23705,12058,C0155
23706,12058,E0150
23707,12058,F0003
23708,12058,G0003
23709,12058,H0003
23710,12058,J0001
23711,12058,K0003
23712,12058,M0001
23713,12058,N0001
23714,12058,P0024
23715,12059,A0260
23716,12059,A1282
23717,12059,B1715
23718,12059,C0155
23719,12059,E0150
23720,12059,F0001
23721,12059,G0003
23722,12059,H0138
23723,12059,J0116
